"","Target","ResponseId","PROLIFIC_PID","ranking_1","ranking_2","ranking_3","ranking_4","ranking_5","ranking_6","ranking_7","ranking_8","ranking_9","ranking_10","Condition","gender","age","ethnicity","education","name","Advice","url.0.URL","url.1.URL","url.2.URL","url.3.URL","url.4.URL","url.5.URL","url.6.URL","url.7.URL","url.8.URL","url.9.URL","finalRank"
"166","F_2flbSZ3386sePEL","R_1EbcoMEC3MBNbNO","6368241117f4ca6d6fcbc7f3","9","10","4","5","7","3","8","2","6","1","Likable","Female",58,"White or Caucasian","Bachelor’s degree","5_advice",4,"F_2dG79BQ86EYC6xy","F_2fy2vQzo7RiLI29","F_2ePD2jGJu5LQOIU","F_2eOQV6PXKbOAo65","F_2flbSZ3386sePEL","F_2tm9Iv45wzDeg7l","F_2bNMbNUHwOsjSfQ","F_2wh2IDjsftRJb8j","F_2bIBgJo4SNw0OGt","F_2xY7c4yHNgf5XQr",4
"167","F_2flbSZ3386sePEL","R_1N8EoAe9DEHeWh4","6329bd3e699f53922a5da47c","6","1","4","8","5","7","2","3","10","9","Likable","Female",31,"White or Caucasian","Bachelor’s degree","6_advice",5,"F_2tm9Iv45wzDeg7l","F_2wh2IDjsftRJb8j","F_2eOQV6PXKbOAo65","F_2fy2vQzo7RiLI29","F_2ePD2jGJu5LQOIU","F_2flbSZ3386sePEL","F_2xY7c4yHNgf5XQr","F_2bIBgJo4SNw0OGt","F_2bNMbNUHwOsjSfQ","F_2dG79BQ86EYC6xy",4
"168","F_2fy2vQzo7RiLI29","R_20NHwnCXQLgFad5","61fa93435719bc09cb834c4f","10","9","4","2","8","3","7","5","1","6","Likable","Female",23,"White or Caucasian","Bachelor’s degree","7_advice",7,"F_2tm9Iv45wzDeg7l","F_2ePD2jGJu5LQOIU","F_2dG79BQ86EYC6xy","F_2wh2IDjsftRJb8j","F_2bNMbNUHwOsjSfQ","F_2xY7c4yHNgf5XQr","F_2fy2vQzo7RiLI29","F_2bIBgJo4SNw0OGt","F_2eOQV6PXKbOAo65","F_2flbSZ3386sePEL",8
"169","F_2OSH6c5r5dEQ8bH","R_3JjV0ARuVYdwciI","5de81d685a8f94795b893d45","7","1","2","6","9","5","10","4","8","3","Accurate","Male",39,"Asian","Bachelor’s degree","1_advice",5,"F_2OSH6c5r5dEQ8bH","F_2U4yLeE4ig5Tlm4","F_2EbqxUIxsoZh86t","F_2D79Z7IMYok2EJL","F_2P8dAbbylEFAIIv","F_2SJHPgJExaZV9dD","F_2TIfZib7lh6SlEK","F_2UWLFxoMrEDwbGY","F_2A0XS21S1xFDhcf","F_2S2X1YwaNf2jg5Y",7
"170","F_2OSH6c5r5dEQ8bH","R_uxIBT0qPcSlnlo5","6111a8e5c22c39a1c92edb70","6","7","2","5","10","4","3","9","1","8","Accurate","Male",41,"White or Caucasian","Some college, but no degree","2_advice",7,"F_2A0XS21S1xFDhcf","F_2OSH6c5r5dEQ8bH","F_2UWLFxoMrEDwbGY","F_2D79Z7IMYok2EJL","F_2P8dAbbylEFAIIv","F_2S2X1YwaNf2jg5Y","F_2EbqxUIxsoZh86t","F_2TIfZib7lh6SlEK","F_2U4yLeE4ig5Tlm4","F_2SJHPgJExaZV9dD",7
"171","F_2OSH6c5r5dEQ8bH","R_1GNrkCQTL5gOSNm","631f9f50e32a53a43badde1e","9","8","3","4","7","10","6","2","5","1","Likable","Male",48,"White or Caucasian","Associates or technical degree","5_advice",4,"F_2P8dAbbylEFAIIv","F_2TIfZib7lh6SlEK","F_2S2X1YwaNf2jg5Y","F_2D79Z7IMYok2EJL","F_2OSH6c5r5dEQ8bH","F_2A0XS21S1xFDhcf","F_2U4yLeE4ig5Tlm4","F_2UWLFxoMrEDwbGY","F_2SJHPgJExaZV9dD","F_2EbqxUIxsoZh86t",7
"172","F_2OSH6c5r5dEQ8bH","R_0dH3M7kDFT5PfQl","56aa90d5638440000c8b506f","8","9","5","4","2","1","10","6","7","3","Likable","Male",42,"Other","Some college, but no degree","9_advice",10,"F_2A0XS21S1xFDhcf","F_2SJHPgJExaZV9dD","F_2D79Z7IMYok2EJL","F_2S2X1YwaNf2jg5Y","F_2U4yLeE4ig5Tlm4","F_2UWLFxoMrEDwbGY","F_2TIfZib7lh6SlEK","F_2P8dAbbylEFAIIv","F_2OSH6c5r5dEQ8bH","F_2EbqxUIxsoZh86t",7
"173","F_2OSH6c5r5dEQ8bH","R_3e3KAp0q0kIRaib","5d2df745da13f60018d14b64","1","7","5","10","6","3","8","2","9","4","Accurate","Male",40,"White or Caucasian","Some college, but no degree","2_advice",6,"F_2EbqxUIxsoZh86t","F_2OSH6c5r5dEQ8bH","F_2U4yLeE4ig5Tlm4","F_2TIfZib7lh6SlEK","F_2SJHPgJExaZV9dD","F_2D79Z7IMYok2EJL","F_2P8dAbbylEFAIIv","F_2UWLFxoMrEDwbGY","F_2A0XS21S1xFDhcf","F_2S2X1YwaNf2jg5Y",7
"174","F_2OSH6c5r5dEQ8bH","R_1joE2uDyjYo9Ahq","5e3b0c66658b4d3186ee9c7a","2","4","8","9","1","6","10","5","7","3","Accurate","Male",33,"White or Caucasian","Bachelor’s degree","9_advice",3,"F_2U4yLeE4ig5Tlm4","F_2D79Z7IMYok2EJL","F_2SJHPgJExaZV9dD","F_2P8dAbbylEFAIIv","F_2UWLFxoMrEDwbGY","F_2A0XS21S1xFDhcf","F_2TIfZib7lh6SlEK","F_2S2X1YwaNf2jg5Y","F_2OSH6c5r5dEQ8bH","F_2EbqxUIxsoZh86t",7
"175","F_2OSH6c5r5dEQ8bH","R_Xih3ULioKBjV1Kh","5e84bd7c34d5d9072128fac1","2","9","10","8","3","7","5","4","1","6","Likable","Male",36,"White or Caucasian","Associates or technical degree","6_advice",6,"F_2S2X1YwaNf2jg5Y","F_2A0XS21S1xFDhcf","F_2P8dAbbylEFAIIv","F_2TIfZib7lh6SlEK","F_2D79Z7IMYok2EJL","F_2OSH6c5r5dEQ8bH","F_2U4yLeE4ig5Tlm4","F_2UWLFxoMrEDwbGY","F_2EbqxUIxsoZh86t","F_2SJHPgJExaZV9dD",7
"176","F_2OSH6c5r5dEQ8bH","R_CeN5LL6NYhhRMNr","641362d81af3f4a99cb3ff2d","9","6","5","7","10","8","2","1","3","4","Likable","Male",27,"White or Caucasian","Some college, but no degree","4_advice",5,"F_2A0XS21S1xFDhcf","F_2SJHPgJExaZV9dD","F_2D79Z7IMYok2EJL","F_2OSH6c5r5dEQ8bH","F_2P8dAbbylEFAIIv","F_2TIfZib7lh6SlEK","F_2EbqxUIxsoZh86t","F_2U4yLeE4ig5Tlm4","F_2UWLFxoMrEDwbGY","F_2S2X1YwaNf2jg5Y",7
"177","F_2OSH6c5r5dEQ8bH","R_3CZqA8GIwHKZGsm","5b06c34ed424fd0001eebda1","4","9","3","1","6","2","5","8","7","10","Accurate","Male",36,"White or Caucasian","Bachelor’s degree","9_advice",6,"F_2D79Z7IMYok2EJL","F_2P8dAbbylEFAIIv","F_2UWLFxoMrEDwbGY","F_2EbqxUIxsoZh86t","F_2S2X1YwaNf2jg5Y","F_2U4yLeE4ig5Tlm4","F_2SJHPgJExaZV9dD","F_2A0XS21S1xFDhcf","F_2OSH6c5r5dEQ8bH","F_2TIfZib7lh6SlEK",7
"178","F_2OSH6c5r5dEQ8bH","R_OkzU5Ol5tRn8Vu9","63ed2550d0836aae9f270214","5","10","2","9","1","3","7","8","6","4","Likable","Male",32,"White or Caucasian,Black or African American,American Indian/Native American or Alaska Native","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","7_advice",5,"F_2S2X1YwaNf2jg5Y","F_2P8dAbbylEFAIIv","F_2EbqxUIxsoZh86t","F_2TIfZib7lh6SlEK","F_2U4yLeE4ig5Tlm4","F_2UWLFxoMrEDwbGY","F_2OSH6c5r5dEQ8bH","F_2SJHPgJExaZV9dD","F_2A0XS21S1xFDhcf","F_2D79Z7IMYok2EJL",7
"179","F_2OUPUqsP5PYUw8t","R_Clbw5SLcQeFyoKZ","640263551c578599ce18288e","4","6","8","2","9","7","5","10","1","3","Likable","Female",53,"White or Caucasian","Some college, but no degree","6_advice",7,"F_2V2ckr3pz3KUvAJ","F_2VlvJu7bcKL3C8U","F_2DOIr8Hxz10zA5n","F_2TvB6UWTDe0NVy6","F_2WINUPBCKOdHz6J","F_2OUPUqsP5PYUw8t","F_25sXyX3UPSCmm26","F_2YEQ2B2ewOLSors","F_2R4Vx6rPeJ8QCL6","F_2QxnIdBoovHjjYQ",5
"180","F_2OUPUqsP5PYUw8t","R_3I6k2yXO0bDwS90","55c82012fdf99b02adc2a36e","10","4","5","6","7","1","2","9","3","8","Likable","Female",39,"White or Caucasian","Bachelor’s degree","5_advice",5,"F_2YEQ2B2ewOLSors","F_2QxnIdBoovHjjYQ","F_2DOIr8Hxz10zA5n","F_2WINUPBCKOdHz6J","F_2OUPUqsP5PYUw8t","F_2R4Vx6rPeJ8QCL6","F_25sXyX3UPSCmm26","F_2V2ckr3pz3KUvAJ","F_2TvB6UWTDe0NVy6","F_2VlvJu7bcKL3C8U",5
"181","F_2P8dAbbylEFAIIv","R_1LSt6cYyVOHKrlz","62dc62a4a898b6caf66c299d","5","1","8","6","4","7","2","9","10","3","Accurate","Male",18,"White or Caucasian","Some college, but no degree","6_advice",6,"F_2OSH6c5r5dEQ8bH","F_2D79Z7IMYok2EJL","F_2A0XS21S1xFDhcf","F_2SJHPgJExaZV9dD","F_2UWLFxoMrEDwbGY","F_2P8dAbbylEFAIIv","F_2U4yLeE4ig5Tlm4","F_2TIfZib7lh6SlEK","F_2S2X1YwaNf2jg5Y","F_2EbqxUIxsoZh86t",9
"182","F_2pVo0aEud3wtOS8","R_1rGErxUGE2e5W9c","607ec28e6a0bde56a9d69ddc","9","8","10","4","2","7","3","6","5","1","Accurate","Male",58,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","6_advice",7,"F_2qat8eEGitOzdNk","F_2fkbeyEnBnr5OvX","F_2WP5vO5hQ8fqX32","F_2X0AtHS0T9w4W6p","F_2b1WvETvZdlBk9L","F_2pVo0aEud3wtOS8","F_2bObhWVEeUX95rB","F_2cqQJAkDBvFa7xu","F_2aWUU2D0gW9Dtt0","F_2qDb7rlgGSBrGaB",7
"183","F_2pVo0aEud3wtOS8","R_1I4noIWWUtHRDBk","5ed2bb7a67d51b24b2ac4037","10","1","4","7","5","3","6","2","8","9","Likable","Male",34,"White or Caucasian","Some college, but no degree","4_advice",4,"F_2X0AtHS0T9w4W6p","F_2fkbeyEnBnr5OvX","F_2bObhWVEeUX95rB","F_2pVo0aEud3wtOS8","F_2aWUU2D0gW9Dtt0","F_2b1WvETvZdlBk9L","F_2WP5vO5hQ8fqX32","F_2qDb7rlgGSBrGaB","F_2cqQJAkDBvFa7xu","F_2qat8eEGitOzdNk",7
"184","F_2pVo0aEud3wtOS8","R_5u3N1K1Pm6vmnYt","62839b5f73ebabded1ce5e68","2","4","5","6","7","1","3","10","8","9","Accurate","Male",30,"White or Caucasian","Some college, but no degree","5_advice",6,"F_2qDb7rlgGSBrGaB","F_2fkbeyEnBnr5OvX","F_2X0AtHS0T9w4W6p","F_2cqQJAkDBvFa7xu","F_2pVo0aEud3wtOS8","F_2b1WvETvZdlBk9L","F_2aWUU2D0gW9Dtt0","F_2WP5vO5hQ8fqX32","F_2bObhWVEeUX95rB","F_2qat8eEGitOzdNk",7
"185","F_2pVo0aEud3wtOS8","R_3ikvfQjg2b1lfiM","5e8e7167572c651246e08a7b","3","1","7","8","6","5","2","4","10","9","Likable","Male",42,"Asian","Some college, but no degree","3_advice",6,"F_2aWUU2D0gW9Dtt0","F_2b1WvETvZdlBk9L","F_2pVo0aEud3wtOS8","F_2X0AtHS0T9w4W6p","F_2qat8eEGitOzdNk","F_2bObhWVEeUX95rB","F_2fkbeyEnBnr5OvX","F_2qDb7rlgGSBrGaB","F_2WP5vO5hQ8fqX32","F_2cqQJAkDBvFa7xu",7
"186","F_2qat8eEGitOzdNk","R_Dr9IP5OZUn4envP","641464c47fb7ec8bdcc3f934","10","8","9","7","1","2","3","6","4","5","Likable","Male",35,"White or Caucasian","Bachelor’s degree","4_advice",5,"F_2WP5vO5hQ8fqX32","F_2cqQJAkDBvFa7xu","F_2X0AtHS0T9w4W6p","F_2qat8eEGitOzdNk","F_2qDb7rlgGSBrGaB","F_2b1WvETvZdlBk9L","F_2fkbeyEnBnr5OvX","F_2pVo0aEud3wtOS8","F_2aWUU2D0gW9Dtt0","F_2bObhWVEeUX95rB",7
"187","F_2qat8eEGitOzdNk","R_21pmtDMlCTMkhta","611e81a8a81e47ace8835a62","10","1","7","2","5","4","6","8","9","3","Accurate","Male",35,"Asian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","3_advice",5,"F_2X0AtHS0T9w4W6p","F_2qDb7rlgGSBrGaB","F_2qat8eEGitOzdNk","F_2fkbeyEnBnr5OvX","F_2cqQJAkDBvFa7xu","F_2aWUU2D0gW9Dtt0","F_2bObhWVEeUX95rB","F_2pVo0aEud3wtOS8","F_2WP5vO5hQ8fqX32","F_2b1WvETvZdlBk9L",7
"188","F_2qat8eEGitOzdNk","R_tPPhoQDxgKzH7wd","60abdc82ec2d1e548b986424","3","8","5","2","1","7","6","9","10","4","Accurate","Male",60,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","6_advice",7,"F_2qDb7rlgGSBrGaB","F_2cqQJAkDBvFa7xu","F_2bObhWVEeUX95rB","F_2fkbeyEnBnr5OvX","F_2aWUU2D0gW9Dtt0","F_2qat8eEGitOzdNk","F_2pVo0aEud3wtOS8","F_2WP5vO5hQ8fqX32","F_2X0AtHS0T9w4W6p","F_2b1WvETvZdlBk9L",7
"189","F_2qat8eEGitOzdNk","R_1QMh7AiDMrUO9yy","5dc19bcd4fbd08108de60b13","8","1","3","5","4","9","2","7","10","6","Accurate","Male",55,"White or Caucasian","Some college, but no degree","8_advice",7,"F_2WP5vO5hQ8fqX32","F_2aWUU2D0gW9Dtt0","F_2b1WvETvZdlBk9L","F_2cqQJAkDBvFa7xu","F_2bObhWVEeUX95rB","F_2pVo0aEud3wtOS8","F_2qDb7rlgGSBrGaB","F_2qat8eEGitOzdNk","F_2X0AtHS0T9w4W6p","F_2fkbeyEnBnr5OvX",7
"190","F_2qat8eEGitOzdNk","R_2Eyg5SEE0ROJ4NF","5acacf8c9534ba0001c777cf","6","3","7","9","8","4","5","10","2","1","Likable","Male",39,"White or Caucasian","Associates or technical degree","3_advice",5,"F_2cqQJAkDBvFa7xu","F_2fkbeyEnBnr5OvX","F_2qat8eEGitOzdNk","F_2WP5vO5hQ8fqX32","F_2pVo0aEud3wtOS8","F_2b1WvETvZdlBk9L","F_2bObhWVEeUX95rB","F_2X0AtHS0T9w4W6p","F_2aWUU2D0gW9Dtt0","F_2qDb7rlgGSBrGaB",7
"191","F_2qat8eEGitOzdNk","R_1F3uke1oOXlx3eS","60ba46dc6d46a68f1c0bc952","3","8","4","9","10","2","5","7","6","1","Likable","Male",57,"White or Caucasian","Bachelor’s degree","8_advice",3,"F_2pVo0aEud3wtOS8","F_2X0AtHS0T9w4W6p","F_2qDb7rlgGSBrGaB","F_2cqQJAkDBvFa7xu","F_2WP5vO5hQ8fqX32","F_2bObhWVEeUX95rB","F_2fkbeyEnBnr5OvX","F_2qat8eEGitOzdNk","F_2aWUU2D0gW9Dtt0","F_2b1WvETvZdlBk9L",7
"192","F_2qat8eEGitOzdNk","R_21G1p6QES75HIO5","5c7c3c7b896a0b00171c2302","5","6","7","3","4","8","2","9","1","10","Accurate","Male",31,"White or Caucasian","Some college, but no degree","3_advice",7,"F_2X0AtHS0T9w4W6p","F_2WP5vO5hQ8fqX32","F_2qat8eEGitOzdNk","F_2bObhWVEeUX95rB","F_2aWUU2D0gW9Dtt0","F_2pVo0aEud3wtOS8","F_2qDb7rlgGSBrGaB","F_2fkbeyEnBnr5OvX","F_2b1WvETvZdlBk9L","F_2cqQJAkDBvFa7xu",7
"193","F_2qat8eEGitOzdNk","R_1plhRb8LV3Hhj5S","63e51e847dc27b854c65e81e","6","8","9","10","2","4","7","5","1","3","Accurate","Male",19,"Asian","Some college, but no degree","7_advice",6,"F_2bObhWVEeUX95rB","F_2X0AtHS0T9w4W6p","F_2pVo0aEud3wtOS8","F_2fkbeyEnBnr5OvX","F_2qDb7rlgGSBrGaB","F_2WP5vO5hQ8fqX32","F_2qat8eEGitOzdNk","F_2cqQJAkDBvFa7xu","F_2b1WvETvZdlBk9L","F_2aWUU2D0gW9Dtt0",7
"194","F_2QxnIdBoovHjjYQ","R_tRl92BBEJkk3k5j","5e0e1b8800a6bf000a694f79","8","5","4","7","10","9","6","1","2","3","Accurate","Female",29,"White or Caucasian","Bachelor’s degree","4_advice",5,"F_2DOIr8Hxz10zA5n","F_2OUPUqsP5PYUw8t","F_2V2ckr3pz3KUvAJ","F_2QxnIdBoovHjjYQ","F_2YEQ2B2ewOLSors","F_2WINUPBCKOdHz6J","F_2VlvJu7bcKL3C8U","F_25sXyX3UPSCmm26","F_2R4Vx6rPeJ8QCL6","F_2TvB6UWTDe0NVy6",4
"195","F_2QxnIdBoovHjjYQ","R_3hlwgnNBfp8Xkge","63e103ceb37c96527b5b0718","5","2","7","1","6","10","8","9","3","4","Accurate","Female",54,"Black or African American","Bachelor’s degree","3_advice",6,"F_2DOIr8Hxz10zA5n","F_25sXyX3UPSCmm26","F_2QxnIdBoovHjjYQ","F_2TvB6UWTDe0NVy6","F_2R4Vx6rPeJ8QCL6","F_2YEQ2B2ewOLSors","F_2V2ckr3pz3KUvAJ","F_2WINUPBCKOdHz6J","F_2OUPUqsP5PYUw8t","F_2VlvJu7bcKL3C8U",4
"196","F_2QxnIdBoovHjjYQ","R_2TAEB72REH60Gen","644501d56e8d35fd41341a6f","4","8","1","3","7","2","5","6","9","10","Accurate","Female",53,"Black or African American","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","5_advice",5,"F_2YEQ2B2ewOLSors","F_2DOIr8Hxz10zA5n","F_2WINUPBCKOdHz6J","F_2V2ckr3pz3KUvAJ","F_2QxnIdBoovHjjYQ","F_2OUPUqsP5PYUw8t","F_25sXyX3UPSCmm26","F_2TvB6UWTDe0NVy6","F_2R4Vx6rPeJ8QCL6","F_2VlvJu7bcKL3C8U",4
"197","F_2sbByozzEoFAlYg","R_1l4gBHdZicaG8Y1","6295661fe84d030298cf21f0","2","6","9","7","4","3","5","8","10","1","Likable","Male",33,"White or Caucasian","Bachelor’s degree","4_advice",1,"F_2ty4iYYcHhxBDCO","F_2zUPd9YuIKJ6mHG","F_31LNY1ZNgOPHAhT","F_2sbByozzEoFAlYg","F_32UQWIzcYNUchmQ","F_2zNmLuwPqX4SYJF","F_30db916mTyjk39D","F_31vFp1Dx1utyFVT","F_2rqZtB48z8BNpCM","F_2zRRqU6SHcUFaBd",5
"198","F_2sbByozzEoFAlYg","R_2aDKu4JiGXc2iIR","62edced11d9948c019253ff6","1","10","3","6","5","2","4","7","8","9","Accurate","Male",21,"White or Caucasian","High school diploma or GED","8_advice",7,"F_2zRRqU6SHcUFaBd","F_2rqZtB48z8BNpCM","F_2ty4iYYcHhxBDCO","F_2zUPd9YuIKJ6mHG","F_2zNmLuwPqX4SYJF","F_30db916mTyjk39D","F_32UQWIzcYNUchmQ","F_2sbByozzEoFAlYg","F_31vFp1Dx1utyFVT","F_31LNY1ZNgOPHAhT",5
"199","F_2SJHPgJExaZV9dD","R_3OjrSCr0PzNFI64","63ff70394f575c66d6c1c9a3","2","7","8","3","9","10","4","6","5","1","Likable","Male",50,"American Indian/Native American or Alaska Native","Associates or technical degree","2_advice",4,"F_2D79Z7IMYok2EJL","F_2SJHPgJExaZV9dD","F_2OSH6c5r5dEQ8bH","F_2EbqxUIxsoZh86t","F_2U4yLeE4ig5Tlm4","F_2P8dAbbylEFAIIv","F_2UWLFxoMrEDwbGY","F_2TIfZib7lh6SlEK","F_2A0XS21S1xFDhcf","F_2S2X1YwaNf2jg5Y",7
"200","F_2SJHPgJExaZV9dD","R_NXPNW7bvkv97dOV","6434378571a85c5dad2856dd","5","10","6","1","9","4","3","2","7","8","Likable","Male",54,"Black or African American","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","9_advice",4,"F_2U4yLeE4ig5Tlm4","F_2TIfZib7lh6SlEK","F_2OSH6c5r5dEQ8bH","F_2D79Z7IMYok2EJL","F_2P8dAbbylEFAIIv","F_2S2X1YwaNf2jg5Y","F_2EbqxUIxsoZh86t","F_2UWLFxoMrEDwbGY","F_2SJHPgJExaZV9dD","F_2A0XS21S1xFDhcf",7
"201","F_2SJHPgJExaZV9dD","R_eVs7NmmlrvTmFA5","5d2a3561d3edf900018016a1","1","5","6","7","4","3","8","10","9","2","Likable","Male",36,"White or Caucasian","Bachelor’s degree","4_advice",6,"F_2UWLFxoMrEDwbGY","F_2S2X1YwaNf2jg5Y","F_2TIfZib7lh6SlEK","F_2SJHPgJExaZV9dD","F_2U4yLeE4ig5Tlm4","F_2D79Z7IMYok2EJL","F_2A0XS21S1xFDhcf","F_2P8dAbbylEFAIIv","F_2OSH6c5r5dEQ8bH","F_2EbqxUIxsoZh86t",7
"202","F_2SJHPgJExaZV9dD","R_21dB08iXBfA3jqQ","64458baefb18eef526894aa3","7","1","4","10","9","3","5","2","6","8","Accurate","Male",27,"White or Caucasian","Bachelor’s degree","1_advice",7,"F_2SJHPgJExaZV9dD","F_2UWLFxoMrEDwbGY","F_2D79Z7IMYok2EJL","F_2P8dAbbylEFAIIv","F_2TIfZib7lh6SlEK","F_2EbqxUIxsoZh86t","F_2OSH6c5r5dEQ8bH","F_2U4yLeE4ig5Tlm4","F_2A0XS21S1xFDhcf","F_2S2X1YwaNf2jg5Y",7
"203","F_2TIfZib7lh6SlEK","R_1mw3YYVoNAtb89B","59f62ab95ac99000018b03b5","3","1","2","4","7","5","8","6","9","10","Likable","Male",31,"White or Caucasian","Bachelor’s degree","5_advice",5,"F_2D79Z7IMYok2EJL","F_2UWLFxoMrEDwbGY","F_2EbqxUIxsoZh86t","F_2U4yLeE4ig5Tlm4","F_2TIfZib7lh6SlEK","F_2S2X1YwaNf2jg5Y","F_2A0XS21S1xFDhcf","F_2P8dAbbylEFAIIv","F_2SJHPgJExaZV9dD","F_2OSH6c5r5dEQ8bH",8
"204","F_2TIfZib7lh6SlEK","R_2rq31v6S3W6jhE4","5dcefcd0307b8d05031d7264","4","2","9","8","1","7","3","10","5","6","Likable","Male",32,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","6_advice",7,"F_2D79Z7IMYok2EJL","F_2U4yLeE4ig5Tlm4","F_2OSH6c5r5dEQ8bH","F_2A0XS21S1xFDhcf","F_2UWLFxoMrEDwbGY","F_2TIfZib7lh6SlEK","F_2EbqxUIxsoZh86t","F_2P8dAbbylEFAIIv","F_2S2X1YwaNf2jg5Y","F_2SJHPgJExaZV9dD",8
"205","F_2TIfZib7lh6SlEK","R_27ptuyccPT7xorm","5588b04ffdf99b7a91e75ddb","2","9","3","4","1","5","8","7","10","6","Likable","Male",55,"White or Caucasian","Some college, but no degree","8_advice",3,"F_2UWLFxoMrEDwbGY","F_2A0XS21S1xFDhcf","F_2U4yLeE4ig5Tlm4","F_2EbqxUIxsoZh86t","F_2D79Z7IMYok2EJL","F_2SJHPgJExaZV9dD","F_2S2X1YwaNf2jg5Y","F_2TIfZib7lh6SlEK","F_2P8dAbbylEFAIIv","F_2OSH6c5r5dEQ8bH",8
"206","F_2TIfZib7lh6SlEK","R_9mM6rM615PfR3MJ","63f82a4ff43ec144ca3622a8","10","1","5","6","4","2","8","7","9","3","Likable","Male",41,"Black or African American","High school diploma or GED","8_advice",7,"F_2P8dAbbylEFAIIv","F_2EbqxUIxsoZh86t","F_2D79Z7IMYok2EJL","F_2OSH6c5r5dEQ8bH","F_2S2X1YwaNf2jg5Y","F_2UWLFxoMrEDwbGY","F_2A0XS21S1xFDhcf","F_2TIfZib7lh6SlEK","F_2SJHPgJExaZV9dD","F_2U4yLeE4ig5Tlm4",8
"207","F_2TIfZib7lh6SlEK","R_AtB5DqApmD8Frfr","63c3118da7ffa9c9fa88a10e","5","4","3","2","9","7","1","10","6","8","Likable","Male",65,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","6_advice",5,"F_2SJHPgJExaZV9dD","F_2D79Z7IMYok2EJL","F_2A0XS21S1xFDhcf","F_2EbqxUIxsoZh86t","F_2S2X1YwaNf2jg5Y","F_2TIfZib7lh6SlEK","F_2UWLFxoMrEDwbGY","F_2P8dAbbylEFAIIv","F_2OSH6c5r5dEQ8bH","F_2U4yLeE4ig5Tlm4",8
"208","F_2TIfZib7lh6SlEK","R_wSFNClr62xJda6t","63fad8b20e532757a496f7f5","5","4","2","7","8","10","9","6","3","1","Likable","Male",53,"Asian","Bachelor’s degree","4_advice",7,"F_2SJHPgJExaZV9dD","F_2S2X1YwaNf2jg5Y","F_2D79Z7IMYok2EJL","F_2TIfZib7lh6SlEK","F_2A0XS21S1xFDhcf","F_2P8dAbbylEFAIIv","F_2OSH6c5r5dEQ8bH","F_2U4yLeE4ig5Tlm4","F_2UWLFxoMrEDwbGY","F_2EbqxUIxsoZh86t",8
"209","F_2TIfZib7lh6SlEK","R_210wayY2ndHY5HZ","55bce852fdf99b268358f83b","8","9","2","5","10","3","1","4","7","6","Accurate","Male",34,"White or Caucasian","Associates or technical degree","9_advice",7,"F_2OSH6c5r5dEQ8bH","F_2A0XS21S1xFDhcf","F_2UWLFxoMrEDwbGY","F_2U4yLeE4ig5Tlm4","F_2P8dAbbylEFAIIv","F_2EbqxUIxsoZh86t","F_2D79Z7IMYok2EJL","F_2S2X1YwaNf2jg5Y","F_2TIfZib7lh6SlEK","F_2SJHPgJExaZV9dD",8
"210","F_2tm9Iv45wzDeg7l","R_Aoi9cymsqDalQ8F","63ee6080bb9e3a836d912e7b","1","5","2","7","3","6","10","8","9","4","Accurate","Female",26,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","4_advice",7,"F_2wh2IDjsftRJb8j","F_2bIBgJo4SNw0OGt","F_2eOQV6PXKbOAo65","F_2tm9Iv45wzDeg7l","F_2xY7c4yHNgf5XQr","F_2ePD2jGJu5LQOIU","F_2bNMbNUHwOsjSfQ","F_2dG79BQ86EYC6xy","F_2fy2vQzo7RiLI29","F_2flbSZ3386sePEL",6
"211","F_2tm9Iv45wzDeg7l","R_2dhXGrFASbJGPto","5c049e9bad9a9700011b877b","8","3","2","9","10","1","7","4","6","5","Accurate","Female",27,"White or Caucasian","Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","7_advice",6,"F_2fy2vQzo7RiLI29","F_2eOQV6PXKbOAo65","F_2bIBgJo4SNw0OGt","F_2dG79BQ86EYC6xy","F_2bNMbNUHwOsjSfQ","F_2wh2IDjsftRJb8j","F_2tm9Iv45wzDeg7l","F_2flbSZ3386sePEL","F_2ePD2jGJu5LQOIU","F_2xY7c4yHNgf5XQr",6
